L1,L2,L3,L4,Counterion,Abbreviation_in_the_article,"IC50Dark,μM","IC50Dark,μM_clean","IC50Light,μM","IC50Light,μM_clean","λex,nm",Cell_line,"Time,h",DOI,Year
Cc1c(C)c(C)[c-](-c2ccccc2F)c1C,CC(C)c1cc(S(=O)(=O)[O-])cc(C(C)C)c1/N=C/c1ccccn1,[Cl-],,,Ir4,34.6 ± 1.1,"34,6",,,,HepG2,48,10.1021/acs.inorgchem.9b03006,2019
Cc1c(C)c(C)[c-](-c2ccc(F)cc2)c1C,CC(C)c1cc(S(=O)(=O)[O-])cc(C(C)C)c1/N=C/c1ccccn1,[Cl-],,,Ir5,35.7 ± 0.9,"35,7",,,,HepG2,48,10.1021/acs.inorgchem.9b03006,2019
Cc1c(C)c(C)[c-](-c2ccc(F)cc2F)c1C,CC(C)c1cc(S(=O)(=O)[O-])cc(C(C)C)c1/N=C/c1ccccn1,[Cl-],,,Ir6,46.9 ± 1.3,"46,9",,,,HepG2,48,10.1021/acs.inorgchem.9b03006,2019
Cc1c(C)c(C)[c-](-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1C,CC(C)c1cc(S(=O)(=O)[O-])cc(C(C)C)c1/N=C/c1ccccn1,[Cl-],,,Ir7,34.8 ± 0.9,"34,8",,,,HepG2,48,10.1021/acs.inorgchem.9b03006,2019
Cc1c(C)c(C)[c-](-c2ccccc2F)c1C,CC(C)c1cc(S(=O)(=O)[O-])cc(C(C)C)c1/N=C/c1ccccn1,[Cl-],,,Ir4,58.8 ± 1.7,"58,8",,,,BEAS-2B,48,10.1021/acs.inorgchem.9b03006,2019
Cc1c(C)c(C)[c-](-c2ccc(F)cc2)c1C,CC(C)c1cc(S(=O)(=O)[O-])cc(C(C)C)c1/N=C/c1ccccn1,[Cl-],,,Ir5,82.1 ± 2.0,"82,1",,,,BEAS-2B,48,10.1021/acs.inorgchem.9b03006,2019
Cc1c(C)c(C)[c-](-c2ccc(F)cc2F)c1C,CC(C)c1cc(S(=O)(=O)[O-])cc(C(C)C)c1/N=C/c1ccccn1,[Cl-],,,Ir6,82.6 ± 1.5,"82,6",,,,BEAS-2B,48,10.1021/acs.inorgchem.9b03006,2019
Cc1c(C)c(C)[c-](-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1C,CC(C)c1cc(S(=O)(=O)[O-])cc(C(C)C)c1/N=C/c1ccccn1,[Cl-],,,Ir7,57.8 ± 0.9,"57,8",,,,BEAS-2B,48,10.1021/acs.inorgchem.9b03006,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CNC(=S)NN,,[Cl-],1,15 ± 1,15,,,,T47D,48,10.1021/ic302219v,2013
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,NNC(=S)Nc1ccccc1,,[Cl-],2,9.95 ± 0.04,"9,95",,,,T47D,48,10.1021/ic302219v,2013
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,NNC(=S)Nc1cccc2ccccc12,,[Cl-],3,9.93 ± 0.07,"9,93",,,,T47D,48,10.1021/ic302219v,2013
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CNC(=S)NN,,[Cl-],1,11 ± 1,11,,,,A2780,48,10.1021/ic302219v,2013
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,NNC(=S)Nc1ccccc1,,[Cl-],2,4.93 ± 0.02,"4,93",,,,A2780,48,10.1021/ic302219v,2013
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,NNC(=S)Nc1cccc2ccccc12,,[Cl-],3,5.50 ± 0.07,"5,5",,,,A2780,48,10.1021/ic302219v,2013
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CNC(=S)NN,,[Cl-],1,9.27 ± 0.20 ,"9,27",,,,A2780cisR,48,10.1021/ic302219v,2013
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,NNC(=S)Nc1ccccc1,,[Cl-],2,4.38 ± 0.19 ,"4,38",,,,A2780cisR,48,10.1021/ic302219v,2013
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,NNC(=S)Nc1cccc2ccccc12,,[Cl-],3,5.71 ± 0.06,"5,71",,,,A2780cisR,48,10.1021/ic302219v,2013
Cc1c(C)c(C)[c-](C)c1C,O=C([N-]c1ccccc1)c1ccccn1,[Cl-],,,1,66 ± 2,66,,,,A2780,120,10.1021/ic401529u,2014
Cc1c(C)c(C)[c-](C)c1C,O=C([N-]c1ccccc1Cl)c1ccccn1,[Cl-],,,2,25 ± 3,25,,,,A2780,120,10.1021/ic401529u,2014
Cc1c(C)c(C)[c-](C)c1C,O=C([N-]c1cccc(Cl)c1)c1ccccn1,[Cl-],,,3,33 ± 1,33,,,,A2780,120,10.1021/ic401529u,2014
Cc1c(C)c(C)[c-](C)c1C,O=C([N-]c1ccc(Cl)cc1Cl)c1ccccn1,[Cl-],,,4,18.6 ± 0.4,"18,6",,,,A2780,120,10.1021/ic401529u,2014
Cc1c(C)c(C)[c-](C)c1C,O=C([N-]c1cc(Cl)ccc1Cl)c1ccccn1,[Cl-],,,5,23 ± 1,23,,,,A2780,120,10.1021/ic401529u,2014
Cc1c(C)c(C)[c-](C)c1C,O=C([N-]c1ccc(F)cc1F)c1ccccn1,[Cl-],,,6,19.7 ± 0.6,"19,7",,,,A2780,120,10.1021/ic401529u,2014
Cc1c(C)c(C)[c-](C)c1C,O=C([N-]c1cc(F)ccc1F)c1ccccn1,[Cl-],,,7,27 ± 2,27,,,,A2780,120,10.1021/ic401529u,2014
Cc1c(C)c(C)[c-](C)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir1,14.5 ± 1.5,"14,5",,,,A549,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](C2CCCCC2)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir2,5.1 ± 0.6,"5,1",,,,A549,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](-c2ccccc2)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir3,3.0 ± 0.1,3,,,,A549,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir4,5.6 ± 0.1,"5,6",,,,A549,24,10.1021/acs.inorgchem.9b00282,2019
Cc1ccccc1-[c-]1c(C)c(C)c(C)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir5,4.5 ± 1.5,"4,5",,,,A549,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](-c2ccccc2F)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir6,2.4 ± 0.1,"2,4",,,,A549,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](C)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir1,12.3 ± 0.1,"12,3",,,,HeLa,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](C2CCCCC2)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir2,4.9 ± 0.9,"4,9",,,,HeLa,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](-c2ccccc2)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir3,4.2 ± 1.3,"4,2",,,,HeLa,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir4,3.1 ± 0.01,"3,1",,,,HeLa,24,10.1021/acs.inorgchem.9b00282,2019
Cc1ccccc1-[c-]1c(C)c(C)c(C)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir5,4.4 ± 0.4,"4,4",,,,HeLa,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](-c2ccccc2F)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir6,2.2 ± 0.1,"2,2",,,,HeLa,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](C)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir1,3.2 ± 0.2,"3,2",,,,HepG2,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](C2CCCCC2)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir2,3.6 ± 0.4,"3,6",,,,HepG2,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](-c2ccccc2)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir3,3.8 ± 0.4,"3,8",,,,HepG2,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir4,5.8 ± 0.1,"5,8",,,,HepG2,24,10.1021/acs.inorgchem.9b00282,2019
Cc1ccccc1-[c-]1c(C)c(C)c(C)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir5,3.2 ± 0.1,"3,2",,,,HepG2,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](-c2ccccc2F)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir6,2.1 ± 0.1,"2,1",,,,HepG2,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](C)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir1,11.9 ± 0.3,"11,9",,,,BEAS-2B,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](C2CCCCC2)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir2,3.2 ± 0.01,"3,2",,,,BEAS-2B,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](-c2ccccc2)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir3,3.4 ± 0.04,"3,4",,,,BEAS-2B,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir4,3.5 ± 1.0,"3,5",,,,BEAS-2B,24,10.1021/acs.inorgchem.9b00282,2019
Cc1ccccc1-[c-]1c(C)c(C)c(C)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir5,4.7 ± 0.9,"4,7",,,,BEAS-2B,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](-c2ccccc2F)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir6,1.9 ± 1.1,"1,9",,,,BEAS-2B,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](C)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir1,13.7 ± 0.5,"13,7",,,,16HBE,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](C2CCCCC2)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir2,5.8 ± 0.4,"5,8",,,,16HBE,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](-c2ccccc2)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir3,4.7 ± 0.1,"4,7",,,,16HBE,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir4,4.8 ± 0.4,"4,8",,,,16HBE,24,10.1021/acs.inorgchem.9b00282,2019
Cc1ccccc1-[c-]1c(C)c(C)c(C)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir5,5.9 ± 0.6,"5,9",,,,16HBE,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](-c2ccccc2F)c1C,COC(=O)C(C)([N-]c1c(C(C)C)cccc1C(C)C)/C(C)=N/c1c(C(C)C)cccc1C(C)C,,,F[P-](F)(F)(F)(F)F,Ir6,3.0 ± 0.8,3,,,,16HBE,24,10.1021/acs.inorgchem.9b00282,2019
Cc1c(C)c(C)[c-](C)c1C,C(=N/C(c1ccccc1)(c1ccccc1)c1ccccc1)\c1ccccn1,[Cl-],,F[P-](F)(F)(F)(F)F,1,5.1 ± 0.3,"5,1",,,,A549,24,10.1021/acs.inorgchem.8b02161,2018
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,C(=N/C(c1ccccc1)(c1ccccc1)c1ccccc1)\c1ccccn1,[Cl-],,F[P-](F)(F)(F)(F)F,2,25.7 ± 2.5,"25,7",,,,A549,24,10.1021/acs.inorgchem.8b02161,2018
Cc1c(C)c(C)[c-](C)c1C,C(=N/C(c1ccccc1)(c1ccccc1)c1ccccc1)\c1ccccn1,[Cl-],,F[P-](F)(F)(F)(F)F,1,6.5 ± 0.6,"6,5",,,,HeLa,24,10.1021/acs.inorgchem.8b02161,2018
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,C(=N/C(c1ccccc1)(c1ccccc1)c1ccccc1)\c1ccccn1,[Cl-],,F[P-](F)(F)(F)(F)F,2,28.7 ± 1.2,"28,7",,,,HeLa,24,10.1021/acs.inorgchem.8b02161,2018
Cc1c(C)c(C)[c-](C)c1C,C/C(=N\c1c(C)cccc1C)[n+]1[c-]n(C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,1,>100,>100,,,,A549,24,10.1021/acs.inorgchem.8b01656,2018
Cc1c(C)c(C)[c-](C)c1C,CCn1[c-][n+](/C(C)=N/c2c(C)cccc2C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,2,>100,>100,,,,A549,24,10.1021/acs.inorgchem.8b01656,2018
Cc1c(C)c(C)[c-](C)c1C,C/C(=N\c1c(C)cccc1C)[n+]1[c-]n(C(C)C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,3,25.86 ± 1.2,"25,86",,,,A549,24,10.1021/acs.inorgchem.8b01656,2018
Cc1c(C)c(C)[c-](C)c1C,CCCCn1[c-][n+](/C(C)=N/c2c(C)cccc2C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,4,14.05 ± 0.1,"14,05",,,,A549,24,10.1021/acs.inorgchem.8b01656,2018
Cc1c(C)c(C)[c-](C)c1C,C/C(=N\c1c(C(C)C)cccc1C(C)C)[n+]1[c-]n(C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,5,9.15 ± 0.2,"9,15",,,,A549,24,10.1021/acs.inorgchem.8b01656,2018
Cc1c(C)c(C)[c-](C)c1C,CCn1[c-][n+](/C(C)=N/c2c(C(C)C)cccc2C(C)C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,6,3.04 ± 0.5,"3,04",,,,A549,24,10.1021/acs.inorgchem.8b01656,2018
Cc1c(C)c(C)[c-](C)c1C,C/C(=N\c1c(C(C)C)cccc1C(C)C)[n+]1[c-]n(C(C)C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,7,2.21 ± 0.2,"2,21",,,,A549,24,10.1021/acs.inorgchem.8b01656,2018
Cc1c(C)c(C)[c-](C)c1C,CCCCn1[c-][n+](/C(C)=N/c2c(C(C)C)cccc2C(C)C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,8,1.99 ± 0.1,"1,99",,,,A549,24,10.1021/acs.inorgchem.8b01656,2018
Cc1c(C)c(C)[c-](C)c1C,CC(C)c1cccc(C(C)C)c1/N=C(\c1ccccc1)[n+]1[c-]n(C(C)C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,9,3.94 ± 0.3,"3,94",,,,A549,24,10.1021/acs.inorgchem.8b01656,2018
Cc1c(C)c(C)[c-](C)c1C,CCCCn1[c-][n+](/C(=N/c2c(C(C)C)cccc2C(C)C)c2ccccc2)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,10,3.64 ± 0.3,"3,64",,,,A549,24,10.1021/acs.inorgchem.8b01656,2018
Cc1c(C)c(C)[c-](C)c1C,CC(C)n1[c-][n+](/C(=N/c2ccccc2)c2ccccc2)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,11,>100,>100,,,,A549,24,10.1021/acs.inorgchem.8b01656,2018
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,C/C(=N\c1c(C)cccc1C)[n+]1[c-]n(C)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,12,7.44 ± 0.3,"7,44",,,,A549,24,10.1021/acs.inorgchem.8b01656,2018
Cc1c(C)c(C)[c-](C)c1C,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,1,"4,6 ± 0,1","4,6",,,,A549,24,10.1021/acs.inorgchem.7b01959,2018
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,2,"8,0 ± 0,1",8,,,,A549,24,10.1021/acs.inorgchem.7b01959,2018
Cc1c(C)c(C)[c-](C)c1C,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,1,"3,4 ± 0,5","3,4",,,,HeLa,24,10.1021/acs.inorgchem.7b01959,2018
Cc1c(C)c(C)[c-](-c2ccc(-c3ccccc3)cc2)c1C,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,2,"6,2 ± 0,3","6,2",,,,HeLa,24,10.1021/acs.inorgchem.7b01959,2018
Cc1c(C)c(C)[c-](C)c1C,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,1,"2,4 ± 0,1","2,4",,,,16HBE,24,10.1021/acs.inorgchem.7b01959,2018
Cc1c(C)c(C)[c-](C)c1C,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,[Cl-],,F[P-](F)(F)(F)(F)F,1,"2,8 ± 0,1","2,8",,,,BEAS-2B,24,10.1021/acs.inorgchem.7b01959,2018
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=[N+]([O-])c1cc2cccnc2c2ncccc12,,,1,3.6 ± 0.1,"3,6",,,,SGC-7901,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=[N+]([O-])c1cc2cccnc2c2ncccc12,,,1,14.3 ± 2.4,"14,3",,,,A549,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=[N+]([O-])c1cc2cccnc2c2ncccc12,,,1,16.3 ± 0.9,"16,3",,,,HeLa,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=[N+]([O-])c1cc2cccnc2c2ncccc12,,,1,20.3 ± 0.9,"20,3",,,,Eca-109,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=[N+]([O-])c1cc2cccnc2c2ncccc12,,,1,30.9 ± 0.7,"30,9",,,,HepG2,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=[N+]([O-])c1cc2cccnc2c2ncccc12,,,1,23.0 ± 0.8,23,,,,BEL-7402,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=[N+]([O-])c1cc2cccnc2c2ncccc12,,,1,14.6 ± 1.3,"14,6",,,,NIH3T3,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1c([N+](=O)[O-])c2cccnc2c2ncccc12,,,2,14.1 ± 0.5,"14,1",,,,SGC-7901,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1c([N+](=O)[O-])c2cccnc2c2ncccc12,,,2,80.6 ± 1.4,"80,6",,,,A549,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1c([N+](=O)[O-])c2cccnc2c2ncccc12,,,2,52.6 ± 1.4,"52,6",,,,HeLa,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1c([N+](=O)[O-])c2cccnc2c2ncccc12,,,2,72.6 ± 5.3,"72,6",,,,Eca-109,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1c([N+](=O)[O-])c2cccnc2c2ncccc12,,,2,99 ± 14.7,99,,,,HepG2,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1c([N+](=O)[O-])c2cccnc2c2ncccc12,,,2,68.7 ± 1.5,"68,7",,,,BEL-7402,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1c([N+](=O)[O-])c2cccnc2c2ncccc12,,,2,23.0 ± 1.5,23,,,,NIH3T3,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1c(N)c2cccnc2c2ncccc12,,,3,11.1 ± 1.3,"11,1",,,,SGC-7901,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1c(N)c2cccnc2c2ncccc12,,,3,>100,>100,,,,A549,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1c(N)c2cccnc2c2ncccc12,,,3,59.7 ± 6.8,"59,7",,,,HeLa,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1c(N)c2cccnc2c2ncccc12,,,3,97.1 ± 0.2,"97,1",,,,Eca-109,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1c(N)c2cccnc2c2ncccc12,,,3,95.0 ± 9.1,95,,,,HepG2,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1c(N)c2cccnc2c2ncccc12,,,3,68.8 ± 4.6,"68,8",,,,BEL-7402,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,Nc1c(N)c2cccnc2c2ncccc12,,,3,>100,>100,,,,NIH3T3,48,10.3390/molecules24173129,2019
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-n2c(-c3ccc4cc5ccccc5cc4c3)nc3c4cccnc4c4ncccc4c32)cc1,,[Cl-],2-IrAn,0.85 ± 0.87,"0,85",0.72 ± 0.68,"0,72",405,A549,48,10.1021/jacs.1c13137,2022
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-n2c(-c3ccc4c(c3)C3OOC4c4ccccc43)nc3c4cccnc4c4ncccc4c32)cc1,,[Cl-],2-O-IrAn,41.42 ± 1.10,"41,42",0.06 ± 1.80,"0,06",405,A549,48,10.1021/jacs.1c13137,2022
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,c1ccc(-n2c(-c3ccc4cc5ccccc5cc4c3)nc3c4cccnc4c4ncccc4c32)cc1,,[Cl-],2-IrAn,0.83 ± 0.76 ,"0,83",<0.026 ± 0.001,"<0,026",405,A549,48,10.1021/jacs.1c13137,2022
